City,Constituency,Votes,Option
Fornells de la Selva,Girona,1,Votos nulos
Fornells de la Selva,Girona,14,Votos en blanco
Fornells de la Selva,Girona,902,JUNTSxCAT
Fornells de la Selva,Girona,371,ERC-CatSí
Fornells de la Selva,Girona,211,C's
Fornells de la Selva,Girona,96,CUP
Fornells de la Selva,Girona,95,PSC
Fornells de la Selva,Girona,31,CatComú-Podem
Fornells de la Selva,Girona,29,PP
Fornells de la Selva,Girona,12,PACMA
Fornells de la Selva,Girona,2,PU M+J
Fornells de la Selva,Girona,1,RECORTES CERO-GRUPO VERDE
Forallac,Girona,175,Abstención
Garrigoles,Girona,43,JUNTSxCAT
Garrigoles,Girona,28,ERC-CatSí
Garrigoles,Girona,25,CUP
Garrigoles,Girona,11,C's
Garrigoles,Girona,3,CatComú-Podem
Garrigoles,Girona,2,PSC
Garrigoles,Girona,2,PP
Fontcoberta,Girona,101,Abstención
Fontanilles,Girona,10,Abstención
Fontanals de Cerdanya,Girona,50,Abstención
Foixà,Girona,26,Abstención
Flaçà,Girona,97,Abstención
Forallac,Girona,7,Votos en blanco
Forallac,Girona,526,JUNTSxCAT
Forallac,Girona,263,ERC-CatSí
Forallac,Girona,155,C's
Forallac,Girona,92,CUP
Forallac,Girona,65,PSC
Forallac,Girona,33,CatComú-Podem
Forallac,Girona,14,PP
Forallac,Girona,2,PACMA
Forallac,Girona,1,RECORTES CERO-GRUPO VERDE
Forallac,Girona,1,PU M+J
Fontcoberta,Girona,4,Votos nulos
Fontcoberta,Girona,3,Votos en blanco
Fontcoberta,Girona,546,JUNTSxCAT
Fontcoberta,Girona,281,ERC-CatSí
Fontcoberta,Girona,76,C's
Fontcoberta,Girona,68,CUP
Fontcoberta,Girona,27,PSC
Fontcoberta,Girona,13,CatComú-Podem
Fontcoberta,Girona,10,PP
Fontcoberta,Girona,5,PACMA
Figueres,Girona,6957,Abstención
Fontanilles,Girona,59,JUNTSxCAT
Fontanilles,Girona,24,ERC-CatSí
Fontanilles,Girona,6,C's
Fontanilles,Girona,5,PSC
Fontanilles,Girona,4,CUP
Fontanilles,Girona,2,CatComú-Podem
Fontanilles,Girona,1,PACMA
"Far d'Empordà, el",Girona,79,Abstención
Fontanals de Cerdanya,Girona,2,Votos nulos
Fontanals de Cerdanya,Girona,142,JUNTSxCAT
Fontanals de Cerdanya,Girona,76,ERC-CatSí
Fontanals de Cerdanya,Girona,46,C's
Fontanals de Cerdanya,Girona,24,CUP
Fontanals de Cerdanya,Girona,17,PSC
Fontanals de Cerdanya,Girona,10,PP
Fontanals de Cerdanya,Girona,4,CatComú-Podem
Fontanals de Cerdanya,Girona,1,PACMA
Fontanals de Cerdanya,Girona,1,PU M+J
Foixà,Girona,1,Votos nulos
Foixà,Girona,1,Votos en blanco
Foixà,Girona,126,JUNTSxCAT
Foixà,Girona,48,ERC-CatSí
Foixà,Girona,16,CUP
Foixà,Girona,14,C's
Foixà,Girona,11,CatComú-Podem
Foixà,Girona,10,PSC
Foixà,Girona,2,PP
Foixà,Girona,2,PACMA
Flaçà,Girona,2,Votos nulos
Flaçà,Girona,1,Votos en blanco
Flaçà,Girona,296,JUNTSxCAT
Flaçà,Girona,152,ERC-CatSí
Flaçà,Girona,52,C's
Flaçà,Girona,48,CUP
Flaçà,Girona,31,PSC
Flaçà,Girona,10,CatComú-Podem
Flaçà,Girona,6,PP
Flaçà,Girona,1,PACMA
Figueres,Girona,113,Votos nulos
Figueres,Girona,118,Votos en blanco
Figueres,Girona,5848,C's
Figueres,Girona,5196,JUNTSxCAT
Figueres,Girona,4067,ERC-CatSí
Figueres,Girona,2005,PSC
Figueres,Girona,1023,PP
Figueres,Girona,816,CUP
Figueres,Girona,778,CatComú-Podem
Figueres,Girona,163,PACMA
Figueres,Girona,30,RECORTES CERO-GRUPO VERDE
Figueres,Girona,15,PU M+J
"Far d'Empordà, el",Girona,2,Votos nulos
"Far d'Empordà, el",Girona,1,Votos en blanco
"Far d'Empordà, el",Girona,129,JUNTSxCAT
"Far d'Empordà, el",Girona,98,ERC-CatSí
"Far d'Empordà, el",Girona,54,C's
"Far d'Empordà, el",Girona,21,PSC
"Far d'Empordà, el",Girona,17,PP
"Far d'Empordà, el",Girona,17,CatComú-Podem
"Far d'Empordà, el",Girona,10,CUP
Esponellà,Girona,42,Abstención
Espolla,Girona,29,Abstención
Espinelves,Girona,13,Abstención
"Escala, l'",Girona,1292,Abstención
Das,Girona,21,Abstención
Darnius,Girona,69,Abstención
Esponellà,Girona,155,JUNTSxCAT
Esponellà,Girona,58,ERC-CatSí
Esponellà,Girona,27,CUP
Esponellà,Girona,13,C's
Esponellà,Girona,11,CatComú-Podem
Esponellà,Girona,7,PSC
Esponellà,Girona,2,PP
Esponellà,Girona,2,PACMA
Espolla,Girona,4,Votos nulos
Espolla,Girona,1,Votos en blanco
Espolla,Girona,104,JUNTSxCAT
Espolla,Girona,68,ERC-CatSí
Espolla,Girona,46,C's
Espolla,Girona,31,PSC
Espolla,Girona,27,CUP
Espolla,Girona,10,PP
Espolla,Girona,6,CatComú-Podem
Espolla,Girona,1,PACMA
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,140,Abstención
Espinelves,Girona,3,Votos nulos
Espinelves,Girona,75,JUNTSxCAT
Espinelves,Girona,44,ERC-CatSí
Espinelves,Girona,20,CUP
Espinelves,Girona,5,C's
Espinelves,Girona,3,PSC
Espinelves,Girona,2,PP
Espinelves,Girona,1,CatComú-Podem
"Escala, l'",Girona,27,Votos nulos
"Escala, l'",Girona,35,Votos en blanco
"Escala, l'",Girona,1595,JUNTSxCAT
"Escala, l'",Girona,987,C's
"Escala, l'",Girona,954,ERC-CatSí
"Escala, l'",Girona,420,PSC
"Escala, l'",Girona,269,CatComú-Podem
"Escala, l'",Girona,265,CUP
"Escala, l'",Girona,114,PP
"Escala, l'",Girona,26,PACMA
"Escala, l'",Girona,9,RECORTES CERO-GRUPO VERDE
"Escala, l'",Girona,1,PU M+J
Das,Girona,65,JUNTSxCAT
Das,Girona,40,ERC-CatSí
Das,Girona,17,C's
Das,Girona,8,CUP
Das,Girona,6,PP
Das,Girona,2,PSC
Das,Girona,2,CatComú-Podem
Das,Girona,1,RECORTES CERO-GRUPO VERDE
Crespià,Girona,30,Abstención
Darnius,Girona,2,Votos nulos
Darnius,Girona,1,Votos en blanco
Darnius,Girona,111,JUNTSxCAT
Darnius,Girona,105,ERC-CatSí
Darnius,Girona,57,C's
Darnius,Girona,24,CUP
Darnius,Girona,22,PSC
Darnius,Girona,20,PP
Darnius,Girona,10,CatComú-Podem
Darnius,Girona,1,PACMA
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,1,Votos nulos
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,5,Votos en blanco
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,346,JUNTSxCAT
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,214,ERC-CatSí
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,91,C's
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,85,CUP
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,49,PSC
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,25,CatComú-Podem
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,19,PP
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,2,PACMA
"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,1,PU M+J
Crespià,Girona,70,JUNTSxCAT
Crespià,Girona,31,ERC-CatSí
Crespià,Girona,20,CUP
Crespià,Girona,7,C's
Crespià,Girona,7,CatComú-Podem
Crespià,Girona,5,PP
Crespià,Girona,2,PSC
Cornellà del Terri,Girona,213,Abstención
Corçà,Girona,101,Abstención
Colomers,Girona,9,Abstención
Colera,Girona,68,Abstención
Cistella,Girona,23,Abstención
Cervià de Ter,Girona,56,Abstención
Cornellà del Terri,Girona,2,Votos nulos
Cornellà del Terri,Girona,15,Votos en blanco
Cornellà del Terri,Girona,863,JUNTSxCAT
Cornellà del Terri,Girona,312,ERC-CatSí
Cornellà del Terri,Girona,113,C's
Cornellà del Terri,Girona,98,CUP
Cornellà del Terri,Girona,61,PSC
Cornellà del Terri,Girona,30,PP
Cornellà del Terri,Girona,30,CatComú-Podem
Cornellà del Terri,Girona,4,PACMA
Corçà,Girona,4,Votos nulos
Corçà,Girona,1,Votos en blanco
Corçà,Girona,425,JUNTSxCAT
Corçà,Girona,206,ERC-CatSí
Corçà,Girona,64,C's
Corçà,Girona,62,CUP
Corçà,Girona,47,PSC
Corçà,Girona,23,CatComú-Podem
Corçà,Girona,13,PP
Corçà,Girona,3,PACMA
Corçà,Girona,1,RECORTES CERO-GRUPO VERDE
Corçà,Girona,1,PU M+J
Colomers,Girona,73,JUNTSxCAT
Colomers,Girona,30,ERC-CatSí
Colomers,Girona,19,CUP
Colomers,Girona,6,CatComú-Podem
Colomers,Girona,5,PSC
Colomers,Girona,2,PP
Celrà,Girona,365,Abstención
Colera,Girona,106,JUNTSxCAT
Colera,Girona,81,ERC-CatSí
Colera,Girona,55,C's
Colera,Girona,16,PSC
Colera,Girona,15,CUP
Colera,Girona,12,CatComú-Podem
Colera,Girona,3,PP
Colera,Girona,2,PACMA
"Cellera de Ter, la",Girona,155,Abstención
Cistella,Girona,1,Votos en blanco
Cistella,Girona,101,JUNTSxCAT
Cistella,Girona,42,ERC-CatSí
Cistella,Girona,18,CUP
Cistella,Girona,14,C's
Cistella,Girona,10,PSC
Cistella,Girona,6,PP
Cistella,Girona,2,CatComú-Podem
Cistella,Girona,1,PU M+J
Cervià de Ter,Girona,1,Votos en blanco
Cervià de Ter,Girona,262,JUNTSxCAT
Cervià de Ter,Girona,192,ERC-CatSí
Cervià de Ter,Girona,53,CUP
Cervià de Ter,Girona,48,C's
Cervià de Ter,Girona,19,PSC
Cervià de Ter,Girona,18,CatComú-Podem
Cervià de Ter,Girona,14,PP
Cervià de Ter,Girona,2,PACMA
Celrà,Girona,9,Votos nulos
Celrà,Girona,10,Votos en blanco
Celrà,Girona,971,JUNTSxCAT
Celrà,Girona,640,ERC-CatSí
Celrà,Girona,389,C's
Celrà,Girona,378,CUP
Celrà,Girona,207,PSC
Celrà,Girona,99,CatComú-Podem
Celrà,Girona,37,PP
Celrà,Girona,17,PACMA
Celrà,Girona,1,PU M+J
"Cellera de Ter, la",Girona,2,Votos nulos
"Cellera de Ter, la",Girona,3,Votos en blanco
"Cellera de Ter, la",Girona,789,JUNTSxCAT
"Cellera de Ter, la",Girona,288,ERC-CatSí
"Cellera de Ter, la",Girona,84,CUP
"Cellera de Ter, la",Girona,63,C's
"Cellera de Ter, la",Girona,58,PSC
"Cellera de Ter, la",Girona,24,CatComú-Podem
"Cellera de Ter, la",Girona,18,PP
"Cellera de Ter, la",Girona,6,PACMA
Castelló d'Empúries,Girona,1224,Abstención
Castellfollit de la Roca,Girona,99,Abstención
Castell-Platja d'Aro,Girona,1437,Abstención
Cassà de la Selva,Girona,988,Abstención
Capmany,Girona,74,Abstención
Cantallops,Girona,40,Abstención
Castelló d'Empúries,Girona,16,Votos nulos
Castelló d'Empúries,Girona,12,Votos en blanco
Castelló d'Empúries,Girona,1069,C's
Castelló d'Empúries,Girona,1040,JUNTSxCAT
Castelló d'Empúries,Girona,731,ERC-CatSí
Castelló d'Empúries,Girona,314,PSC
Castelló d'Empúries,Girona,173,PP
Castelló d'Empúries,Girona,142,CUP
Castelló d'Empúries,Girona,138,CatComú-Podem
Castelló d'Empúries,Girona,31,PACMA
Castelló d'Empúries,Girona,4,RECORTES CERO-GRUPO VERDE
Castelló d'Empúries,Girona,2,PU M+J
Castellfollit de la Roca,Girona,3,Votos nulos
Castellfollit de la Roca,Girona,8,Votos en blanco
Castellfollit de la Roca,Girona,255,JUNTSxCAT
Castellfollit de la Roca,Girona,187,ERC-CatSí
Castellfollit de la Roca,Girona,61,C's
Castellfollit de la Roca,Girona,36,CUP
Castellfollit de la Roca,Girona,31,PSC
Castellfollit de la Roca,Girona,16,CatComú-Podem
Castellfollit de la Roca,Girona,14,PP
Castellfollit de la Roca,Girona,6,PACMA
Castellfollit de la Roca,Girona,1,RECORTES CERO-GRUPO VERDE
Castell-Platja d'Aro,Girona,28,Votos nulos
Castell-Platja d'Aro,Girona,17,Votos en blanco
Castell-Platja d'Aro,Girona,1554,JUNTSxCAT
Castell-Platja d'Aro,Girona,1336,C's
Castell-Platja d'Aro,Girona,798,ERC-CatSí
Castell-Platja d'Aro,Girona,563,PSC
Castell-Platja d'Aro,Girona,185,CatComú-Podem
Castell-Platja d'Aro,Girona,175,PP
Castell-Platja d'Aro,Girona,115,CUP
Castell-Platja d'Aro,Girona,42,PACMA
Castell-Platja d'Aro,Girona,8,RECORTES CERO-GRUPO VERDE
Castell-Platja d'Aro,Girona,4,PU M+J
Canet d'Adri,Girona,51,Abstención
Cassà de la Selva,Girona,17,Votos nulos
Cassà de la Selva,Girona,22,Votos en blanco
Cassà de la Selva,Girona,2715,JUNTSxCAT
Cassà de la Selva,Girona,1343,ERC-CatSí
Cassà de la Selva,Girona,780,C's
Cassà de la Selva,Girona,382,PSC
Cassà de la Selva,Girona,298,CUP
Cassà de la Selva,Girona,188,CatComú-Podem
Cassà de la Selva,Girona,108,PP
Cassà de la Selva,Girona,34,PACMA
Cassà de la Selva,Girona,6,RECORTES CERO-GRUPO VERDE
Cassà de la Selva,Girona,2,PU M+J
Capmany,Girona,1,Votos nulos
Capmany,Girona,157,JUNTSxCAT
Capmany,Girona,87,ERC-CatSí
Capmany,Girona,49,C's
Capmany,Girona,16,PSC
Capmany,Girona,13,CUP
Capmany,Girona,13,CatComú-Podem
Capmany,Girona,6,PP
Capmany,Girona,1,PACMA
Camprodon,Girona,255,Abstención
Cantallops,Girona,2,Votos en blanco
Cantallops,Girona,73,ERC-CatSí
Cantallops,Girona,56,JUNTSxCAT
Cantallops,Girona,15,C's
Cantallops,Girona,13,PSC
Cantallops,Girona,12,CUP
Cantallops,Girona,10,CatComú-Podem
Cantallops,Girona,4,PP
Cantallops,Girona,1,PACMA
Canet d'Adri,Girona,2,Votos nulos
Canet d'Adri,Girona,5,Votos en blanco
Canet d'Adri,Girona,275,JUNTSxCAT
Canet d'Adri,Girona,92,ERC-CatSí
Canet d'Adri,Girona,57,CUP
Canet d'Adri,Girona,30,C's
Canet d'Adri,Girona,16,PSC
Canet d'Adri,Girona,15,CatComú-Podem
Canet d'Adri,Girona,8,PP
Canet d'Adri,Girona,1,RECORTES CERO-GRUPO VERDE
Camprodon,Girona,2,Votos nulos
Camprodon,Girona,5,Votos en blanco
Camprodon,Girona,769,JUNTSxCAT
Camprodon,Girona,294,ERC-CatSí
Camprodon,Girona,141,C's
Camprodon,Girona,109,PSC
Camprodon,Girona,81,CUP
Camprodon,Girona,39,CatComú-Podem
Camprodon,Girona,23,PP
Camprodon,Girona,2,PACMA
Camprodon,Girona,2,RECORTES CERO-GRUPO VERDE
Campllong,Girona,37,Abstención
Campdevànol,Girona,391,Abstención
Camós,Girona,51,Abstención
Calonge,Girona,1417,Abstención
Caldes de Malavella,Girona,969,Abstención
Cadaqués,Girona,448,Abstención
Campllong,Girona,2,Votos nulos
Campllong,Girona,1,Votos en blanco
Campllong,Girona,189,JUNTSxCAT
Campllong,Girona,64,ERC-CatSí
Campllong,Girona,25,C's
Campllong,Girona,15,CatComú-Podem
Campllong,Girona,13,CUP
Campllong,Girona,10,PP
Campllong,Girona,9,PSC
Campllong,Girona,3,PACMA
Campllong,Girona,1,RECORTES CERO-GRUPO VERDE
Campdevànol,Girona,17,Votos nulos
Campdevànol,Girona,17,Votos en blanco
Campdevànol,Girona,886,JUNTSxCAT
Campdevànol,Girona,619,ERC-CatSí
Campdevànol,Girona,305,C's
Campdevànol,Girona,131,PSC
Campdevànol,Girona,110,CUP
Campdevànol,Girona,90,CatComú-Podem
Campdevànol,Girona,60,PP
Campdevànol,Girona,7,PACMA
Campdevànol,Girona,2,RECORTES CERO-GRUPO VERDE
Blanes,Girona,5819,Abstención
Camós,Girona,1,Votos nulos
Camós,Girona,3,Votos en blanco
Camós,Girona,273,JUNTSxCAT
Camós,Girona,116,ERC-CatSí
Camós,Girona,39,C's
Camós,Girona,38,CUP
Camós,Girona,17,PSC
Camós,Girona,12,CatComú-Podem
Camós,Girona,7,PP
Calonge,Girona,38,Votos nulos
Calonge,Girona,22,Votos en blanco
Calonge,Girona,1875,JUNTSxCAT
Calonge,Girona,1315,ERC-CatSí
Calonge,Girona,1185,C's
Calonge,Girona,559,PSC
Calonge,Girona,238,CatComú-Podem
Calonge,Girona,228,CUP
Calonge,Girona,150,PP
Calonge,Girona,36,PACMA
Calonge,Girona,7,RECORTES CERO-GRUPO VERDE
Calonge,Girona,5,PU M+J
Caldes de Malavella,Girona,18,Votos nulos
Caldes de Malavella,Girona,18,Votos en blanco
Caldes de Malavella,Girona,1489,JUNTSxCAT
Caldes de Malavella,Girona,978,C's
Caldes de Malavella,Girona,923,ERC-CatSí
Caldes de Malavella,Girona,405,PSC
Caldes de Malavella,Girona,243,CatComú-Podem
Caldes de Malavella,Girona,208,CUP
Caldes de Malavella,Girona,121,PP
Caldes de Malavella,Girona,34,PACMA
Caldes de Malavella,Girona,2,RECORTES CERO-GRUPO VERDE
Caldes de Malavella,Girona,1,PU M+J
Cadaqués,Girona,4,Votos nulos
Cadaqués,Girona,7,Votos en blanco
Cadaqués,Girona,498,JUNTSxCAT
Cadaqués,Girona,366,ERC-CatSí
Cadaqués,Girona,168,C's
Cadaqués,Girona,111,PSC
Cadaqués,Girona,69,CatComú-Podem
Cadaqués,Girona,61,CUP
Cadaqués,Girona,13,PP
Cadaqués,Girona,9,PACMA
Cadaqués,Girona,1,RECORTES CERO-GRUPO VERDE
Blanes,Girona,167,Votos nulos
Blanes,Girona,92,Votos en blanco
Blanes,Girona,6458,C's
Blanes,Girona,4007,JUNTSxCAT
Blanes,Girona,3872,ERC-CatSí
Blanes,Girona,3266,PSC
Blanes,Girona,1743,CatComú-Podem
Blanes,Girona,845,PP
Blanes,Girona,696,CUP
Blanes,Girona,198,PACMA
Blanes,Girona,57,RECORTES CERO-GRUPO VERDE
Blanes,Girona,20,PU M+J
Campelles,Girona,9,Abstención
Biure,Girona,24,Abstención
"Bisbal d'Empordà, la",Girona,1231,Abstención
Beuda,Girona,10,Abstención
Bescanó,Girona,422,Abstención
Campelles,Girona,61,JUNTSxCAT
Campelles,Girona,12,ERC-CatSí
Campelles,Girona,6,CUP
Campelles,Girona,6,PP
Campelles,Girona,4,C's
Campelles,Girona,4,CatComú-Podem
Besalú,Girona,220,Abstención
Bellcaire d'Empordà,Girona,63,Abstención
Biure,Girona,1,Votos nulos
Biure,Girona,1,Votos en blanco
Biure,Girona,44,ERC-CatSí
Biure,Girona,40,JUNTSxCAT
Biure,Girona,34,C's
Biure,Girona,14,PSC
Biure,Girona,10,CUP
Biure,Girona,7,CatComú-Podem
Biure,Girona,4,PP
Biure,Girona,1,PACMA
"Bisbal d'Empordà, la",Girona,37,Votos nulos
"Bisbal d'Empordà, la",Girona,28,Votos en blanco
"Bisbal d'Empordà, la",Girona,2157,JUNTSxCAT
"Bisbal d'Empordà, la",Girona,1457,ERC-CatSí
"Bisbal d'Empordà, la",Girona,739,C's
"Bisbal d'Empordà, la",Girona,482,PSC
"Bisbal d'Empordà, la",Girona,415,CUP
"Bisbal d'Empordà, la",Girona,207,CatComú-Podem
"Bisbal d'Empordà, la",Girona,135,PP
"Bisbal d'Empordà, la",Girona,19,PACMA
"Bisbal d'Empordà, la",Girona,8,RECORTES CERO-GRUPO VERDE
"Bisbal d'Empordà, la",Girona,4,PU M+J
Beuda,Girona,45,JUNTSxCAT
Beuda,Girona,25,CUP
Beuda,Girona,22,ERC-CatSí
Beuda,Girona,14,PSC
Beuda,Girona,4,CatComú-Podem
Beuda,Girona,1,PP
Begur,Girona,456,Abstención
Bescanó,Girona,12,Votos nulos
Bescanó,Girona,10,Votos en blanco
Bescanó,Girona,1664,JUNTSxCAT
Bescanó,Girona,735,ERC-CatSí
Bescanó,Girona,305,C's
Bescanó,Girona,207,CUP
Bescanó,Girona,137,PSC
Bescanó,Girona,90,CatComú-Podem
Bescanó,Girona,28,PP
Bescanó,Girona,12,PACMA
Bescanó,Girona,5,RECORTES CERO-GRUPO VERDE
Besalú,Girona,6,Votos nulos
Besalú,Girona,5,Votos en blanco
Besalú,Girona,937,JUNTSxCAT
Besalú,Girona,326,ERC-CatSí
Besalú,Girona,101,C's
Besalú,Girona,76,PSC
Besalú,Girona,59,CUP
Besalú,Girona,37,CatComú-Podem
Besalú,Girona,18,PP
Besalú,Girona,2,RECORTES CERO-GRUPO VERDE
Besalú,Girona,2,PU M+J
Besalú,Girona,1,PACMA
Bellcaire d'Empordà,Girona,1,Votos nulos
Bellcaire d'Empordà,Girona,1,Votos en blanco
Bellcaire d'Empordà,Girona,185,JUNTSxCAT
Bellcaire d'Empordà,Girona,123,ERC-CatSí
Bellcaire d'Empordà,Girona,41,C's
Bellcaire d'Empordà,Girona,34,CUP
Bellcaire d'Empordà,Girona,21,PSC
Bellcaire d'Empordà,Girona,11,CatComú-Podem
Bellcaire d'Empordà,Girona,6,PP
Bellcaire d'Empordà,Girona,1,PACMA
Begur,Girona,5,Votos nulos
Begur,Girona,7,Votos en blanco
Begur,Girona,680,JUNTSxCAT
Begur,Girona,551,C's
Begur,Girona,519,ERC-CatSí
Begur,Girona,278,PSC
Begur,Girona,100,CUP
Begur,Girona,95,CatComú-Podem
Begur,Girona,61,PP
Begur,Girona,19,PACMA
Begur,Girona,3,RECORTES CERO-GRUPO VERDE
Bàscara,Girona,89,Abstención
Banyoles,Girona,2029,Abstención
Alp,Girona,195,Abstención
Avinyonet de Puigventós,Girona,197,Abstención
"Armentera, l'",Girona,65,Abstención
Bàscara,Girona,1,Votos en blanco
Bàscara,Girona,293,JUNTSxCAT
Bàscara,Girona,168,ERC-CatSí
Bàscara,Girona,60,C's
Bàscara,Girona,54,CUP
Bàscara,Girona,28,PSC
Bàscara,Girona,20,PP
Bàscara,Girona,15,CatComú-Podem
Bàscara,Girona,2,PACMA
Bàscara,Girona,1,PU M+J
Argelaguer,Girona,42,Abstención
Arbúcies,Girona,587,Abstención
Banyoles,Girona,35,Votos nulos
Banyoles,Girona,39,Votos en blanco
Banyoles,Girona,5349,JUNTSxCAT
Banyoles,Girona,2481,ERC-CatSí
Banyoles,Girona,971,C's
Banyoles,Girona,750,CUP
Banyoles,Girona,476,PSC
Banyoles,Girona,303,CatComú-Podem
Banyoles,Girona,221,PP
Banyoles,Girona,40,PACMA
Banyoles,Girona,15,RECORTES CERO-GRUPO VERDE
Banyoles,Girona,6,PU M+J
Alp,Girona,9,Votos nulos
Alp,Girona,5,Votos en blanco
Alp,Girona,376,JUNTSxCAT
Alp,Girona,277,ERC-CatSí
Alp,Girona,110,C's
Alp,Girona,60,CUP
Alp,Girona,52,PSC
Alp,Girona,24,CatComú-Podem
Alp,Girona,19,PP
Alp,Girona,7,PACMA
Alp,Girona,1,RECORTES CERO-GRUPO VERDE
Avinyonet de Puigventós,Girona,2,Votos nulos
Avinyonet de Puigventós,Girona,6,Votos en blanco
Avinyonet de Puigventós,Girona,294,JUNTSxCAT
Avinyonet de Puigventós,Girona,255,ERC-CatSí
Avinyonet de Puigventós,Girona,246,C's
Avinyonet de Puigventós,Girona,58,PSC
Avinyonet de Puigventós,Girona,37,CatComú-Podem
Avinyonet de Puigventós,Girona,30,CUP
Avinyonet de Puigventós,Girona,17,PP
Avinyonet de Puigventós,Girona,4,PACMA
Avinyonet de Puigventós,Girona,1,RECORTES CERO-GRUPO VERDE
Anglès,Girona,578,Abstención
"Armentera, l'",Girona,2,Votos nulos
"Armentera, l'",Girona,7,Votos en blanco
"Armentera, l'",Girona,280,JUNTSxCAT
"Armentera, l'",Girona,156,ERC-CatSí
"Armentera, l'",Girona,48,C's
"Armentera, l'",Girona,40,CUP
"Armentera, l'",Girona,33,PSC
"Armentera, l'",Girona,9,CatComú-Podem
"Armentera, l'",Girona,3,PP
"Armentera, l'",Girona,1,PACMA
Amer,Girona,216,Abstención
Argelaguer,Girona,1,Votos nulos
Argelaguer,Girona,1,Votos en blanco
Argelaguer,Girona,147,JUNTSxCAT
Argelaguer,Girona,67,ERC-CatSí
Argelaguer,Girona,45,CUP
Argelaguer,Girona,12,CatComú-Podem
Argelaguer,Girona,9,PSC
Argelaguer,Girona,7,C's
Argelaguer,Girona,3,PP
Argelaguer,Girona,2,PACMA
Arbúcies,Girona,9,Votos nulos
Arbúcies,Girona,13,Votos en blanco
Arbúcies,Girona,1670,JUNTSxCAT
Arbúcies,Girona,889,ERC-CatSí
Arbúcies,Girona,308,CUP
Arbúcies,Girona,244,C's
Arbúcies,Girona,152,PSC
Arbúcies,Girona,91,CatComú-Podem
Arbúcies,Girona,65,PP
Arbúcies,Girona,11,PACMA
Arbúcies,Girona,3,PU M+J
Arbúcies,Girona,2,RECORTES CERO-GRUPO VERDE
Albons,Girona,64,Abstención
Albanyà,Girona,13,Abstención
Anglès,Girona,3,Votos nulos
Anglès,Girona,13,Votos en blanco
Anglès,Girona,1586,JUNTSxCAT
Anglès,Girona,602,ERC-CatSí
Anglès,Girona,341,C's
Anglès,Girona,163,CUP
Anglès,Girona,152,PSC
Anglès,Girona,76,CatComú-Podem
Anglès,Girona,57,PP
Anglès,Girona,15,PACMA
Anglès,Girona,1,RECORTES CERO-GRUPO VERDE
Anglès,Girona,1,PU M+J
Cornellà de Llobregat,Barcelona,11240,Abstención
Amer,Girona,4,Votos nulos
Amer,Girona,5,Votos en blanco
Amer,Girona,934,JUNTSxCAT
Amer,Girona,257,ERC-CatSí
Amer,Girona,124,C's
Amer,Girona,73,CUP
Amer,Girona,55,PSC
Amer,Girona,34,CatComú-Podem
Amer,Girona,26,PP
Amer,Girona,2,PACMA
Corbera de Llobregat,Barcelona,2010,Abstención
Copons,Barcelona,34,Abstención
Collsuspina,Barcelona,29,Abstención
Albons,Girona,3,Votos en blanco
Albons,Girona,209,JUNTSxCAT
Albons,Girona,140,ERC-CatSí
Albons,Girona,36,C's
Albons,Girona,29,CUP
Albons,Girona,20,PSC
Albons,Girona,13,CatComú-Podem
Albons,Girona,4,PP
Albons,Girona,3,PACMA
Albons,Girona,1,PU M+J
Collbató,Barcelona,424,Abstención
Albanyà,Girona,44,JUNTSxCAT
Albanyà,Girona,19,ERC-CatSí
Albanyà,Girona,13,CUP
Albanyà,Girona,2,PP
Albanyà,Girona,1,PSC
Albanyà,Girona,1,PACMA
Albanyà,Girona,1,CatComú-Podem
Cornellà de Llobregat,Barcelona,173,Votos nulos
Cornellà de Llobregat,Barcelona,175,Votos en blanco
Cornellà de Llobregat,Barcelona,16982,C's
Cornellà de Llobregat,Barcelona,12537,PSC
Cornellà de Llobregat,Barcelona,7382,ERC-CatSí
Cornellà de Llobregat,Barcelona,5761,CatComú-Podem
Cornellà de Llobregat,Barcelona,3031,JUNTSxCAT
Cornellà de Llobregat,Barcelona,2662,PP
Cornellà de Llobregat,Barcelona,1491,CUP
Cornellà de Llobregat,Barcelona,571,PACMA
Cornellà de Llobregat,Barcelona,201,RECORTES CERO-GRUPO VERDE
Corbera de Llobregat,Barcelona,31,Votos nulos
Corbera de Llobregat,Barcelona,40,Votos en blanco
Corbera de Llobregat,Barcelona,2288,ERC-CatSí
Corbera de Llobregat,Barcelona,2114,C's
Corbera de Llobregat,Barcelona,1769,JUNTSxCAT
Corbera de Llobregat,Barcelona,972,PSC
Corbera de Llobregat,Barcelona,547,CatComú-Podem
Corbera de Llobregat,Barcelona,357,CUP
Corbera de Llobregat,Barcelona,260,PP
